Customer Name,Part Description,Work Order #,Order Quantity,Pieces Scrapped,Total Scrap Weight (lbs),Scrap%,Sellable,Heats,Week Ending,Piece Weight (lbs),Dross Rate,Bent Rate,Outside Process Scrap Rate,Failed Zyglo Rate,Gouged Rate,Shift Rate,Missrun Rate,Core Rate,Cut Into Rate,Dirty Pattern Rate,Crush Rate,Zyglo Rate,Shrink Rate,Short Pour Rate,Runout Rate,Shrink Porosity Rate,Gas Porosity Rate,Over Grind Rate,Sand Rate,Tear Up Rate
"Woodward, Inc",2627-010--CAT 160/180MM,W01635,75,1,32,1.33,45000,225,05/08/23,32,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0133,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",170301-10C--Cover Fixed Jacket,W01187,405,5,6,1.23,31800,159,05/15/23,1,0.0099,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",170301-8C--Cover Orbiting Jacket,W01597,480,8,11,1.67,31800,159,05/15/23,1,0.0125,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Concentric Rockford,"2670466--Adaptor, HE 1000",W01820,1000,2,3,0.20,31800,159,05/15/23,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020
Hydac Technology Corp,2681395--Casting,W02228,600,2,5,0.33,31800,159,05/15/23,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0033,0.0000
Masterflex LLC,114763--Base Cast,W02340-01,100,1,9,1.00,31800,159,05/15/23,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100
"Summit Machine Works, Inc",55000003--Casting,W02073,300,6,131,2.00,31800,159,05/15/23,22,0.0100,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000
"Woodward, Inc",2489-089--ACR/VLV Housing,W02351,1,17,163,0.00,31800,159,05/15/23,10,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Acutec Precision Aerospace, Inc",2190-1292--Throttle Body,W01902,179,7,86,3.91,34000,170,06/12/23,12,0.0223,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0168,0.0000
Emerson Professional Tools Mfg,"5031279.0--3 1/2"" Shoe",W02312,10,1,80,10.00,34000,170,06/12/23,80,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"PGI Mfg., LLC","129-2878--Base, Fuel Filter",W01652,56,1,3,1.79,34000,170,06/12/23,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0179,0.0000
"Summit Machine Works, Inc",55000003--Casting,W02074,300,11,241,3.67,34000,170,06/12/23,22,0.0267,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000
Twin Disc Incorporated,218545D--Casting,W01916,50,1,12,2.00,34000,170,06/12/23,12,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
"Woodward, Inc",221439--Gas Valve Cover,W01980,272,1,1,0.37,34000,170,06/12/23,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000
"Air Squared Manufacturing, Inc",170301-10C--Cover Fixed Jacket,W01599,420,8,9,1.90,52600,263,06/19/23,1,0.0190,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",170301-8C--Cover Orbiting Jacket,W01597,300,2,3,0.67,52600,263,06/19/23,1,0.0067,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",171225-2C--Orbiting Scroll,W01611,180,3,22,1.67,52600,263,06/19/23,7,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0167
"Air Squared Manufacturing, Inc",180216-3C--Compressor Housing,W01617,360,5,43,1.39,52600,263,06/19/23,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0056,0.0056
"Air Squared Manufacturing, Inc",230407-3C--Housing,W02405,300,4,35,1.33,52600,263,06/19/23,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0033,0.0000
Masterflex LLC,114763--Base Cast,W02339-01,100,6,55,6.00,52600,263,06/19/23,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100
"QCC, LLC",2626-004--Casting,W01695,60,7,106,11.67,52600,263,06/19/23,15,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.1167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Summit Machine Works, Inc",55000003--Casting,W02076,402,6,131,1.49,52600,263,06/19/23,22,0.0149,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,2627-009--Cast 105mm Housing,W02589,100,3,56,3.00,40200,201,07/17/23,19,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300,0.0000
Emerson Professional Tools Mfg,"5026296.3--2 1/2"" Shoe",W02358,50,1,42,2.00,40200,201,07/17/23,42,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Masterflex LLC,114763--Base Cast,W02339-01,100,2,18,2.00,40200,201,07/17/23,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Summit Machine Works, Inc",55000003--Casting,W02075,402,9,197,2.24,40200,201,07/17/23,22,0.0149,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0075,0.0000
"Acme Industries, Inc",2190-1405--TecJet 85 Housing,W01374,100,1,37,1.00,37600,188,07/24/23,37,0.0100,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Acme Industries, Inc",171225-1C--Fixed Scroll,W01614,120,3,27,2.50,37600,188,07/24/23,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250,0.0000
"Air Squared Manufacturing, Inc",171225-2C--Orbiting Scroll,W01615,120,3,22,2.50,37600,188,07/24/23,7,0.0000,0.00,0.0000,0.0000,0.03,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",230407-3C--Housing,W02579,300,10,87,3.33,37600,188,07/24/23,9,0.0000,0.00,0.0000,0.0000,0.01,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
"Hart's Diesel, Inc",HD55--Cast Compressor,W02387,100,3,53,3.00,37600,188,07/24/23,18,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Summit Machine Works, Inc",55000003--Casting,W02075,402,5,110,1.24,37600,188,07/24/23,22,0.0075,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Acme Industries, Inc",2190-1405--TecJet 85 Housing,W02449,100,4,148,4.00,47200,236,07/31/23,37,0.0000,0.00,0.0000,0.0000,0.04,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",171225-2C--Orbiting Scroll,W01615,120,3,22,2.50,47200,236,07/31/23,7,0.0000,0.00,0.0000,0.0000,0.03,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",230407-3C--Housing,W02578,346,6,52,1.73,47200,236,07/31/23,9,0.0000,0.00,0.0000,0.0000,0.01,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0058,0.0000
Roswell US LLC,13V-023000-Handle,W02593,326,12,19,3.68,47200,236,07/31/23,2,0.0000,0.00,0.0000,0.0000,0.00,0.02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0123,0.0000
Solar Turbines,196340-2-Cover,W02493,10,2,32,20.00,47200,236,07/31/23,16,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000
"Summit Machine Works, Inc",55000003-Casting,W02076,402,9,197,2.24,47200,236,07/31/23,22,0.0075,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0149,0.0000
"Air Squared Manufacturing, Inc",230407-3C--Housing,W02578,346,3,26,0.87,31200,156,08/07/23,9,0.0000,0.00,0.0000,0.0000,0.01,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Pioneer Products,146-0193--Bracket,W02106,50,1,9,2.00,31200,156,08/07/23,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200
"QCC, LLC",2190-1236--Casting,W02412,100,4,152,4.00,31200,156,08/07/23,38,0.0000,0.00,0.0000,0.0000,0.04,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Solar Turbines,135448-2--Casting,W02263,10,2,22,20.00,31200,156,08/07/23,11,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000
"Summit Machine Works, Inc",55000003--Casting,W02077,300,6,131,2.00,31200,156,08/07/23,22,0.0100,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000
"Woodward, Inc",2627-010-CAT 160/180MM,W02547-01,10,3,95,30.00,31200,156,08/07/23,32,0.0000,0.00,0.0000,0.0000,0.20,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000
"Acme Industries, Inc",2190-1405--TecJet 85 Housing,W01375,100,2,74,2.00,43800,219,08/14/23,37,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
"Air Squared Manufacturing, Inc",170301-8C--Cover Orbiting Jacket,W01597,300,68,97,22.67,43800,219,08/14/23,1,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",171225-1C--Fixed Scroll,W01614,120,3,27,2.50,43800,219,08/14/23,9,0.0000,0.00,0.0000,0.0000,0.03,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Reliable Equipment Mfg,13403C--Chainsaw Head,W02571,1500,2,3,0.13,43800,219,08/14/23,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000
Roswell US LLC,17V-00020293--CastNGG Center,W02614,50,1,32,2.00,43800,219,08/14/23,32,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",171225-1C--Fixed Scroll,W01835,120,3,27,2.50,23800,119,08/21/23,9,0.0250,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",171225-2C--Orbiting Scroll,W01834,60,1,7,1.67,23800,119,08/21/23,7,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Emerson Professional Tools Mfg,52047935--Saw Head,W02742,48,4,6,8.33,23800,119,08/21/23,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0833,0.0000
Reliable Equipment Mfg,13403C--Chainsaw Head,W02571,1500,3,5,0.20,23800,119,08/21/23,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000
"Summit Machine Works, Inc",55000003--Casting,W02077,300,32,701,10.67,23800,119,08/21/23,22,0.0000,0.00,0.1067,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Acme Industries, Inc",2190-1405--TecJet 85 Housing,W02533,100,20,742,20.00,7000,35,08/28/23,37,0.2000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"QCC, LLC",2525-031--Casting,W02557,26,2,19,7.69,7000,35,08/28/23,10,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0769,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Solar Turbines,196340-2--Cover,W02658,10,1,16,10.00,7000,35,08/28/23,16,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000
Twin Disc Incorporated,218527A--Cast Turbine Wheel,W02420,10,1,17,10.00,7000,35,08/28/23,17,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2613-108--PG Long Column,W02453,100,8,132,8.00,7000,35,08/28/23,17,0.0800,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Acme Industries, Inc","2190-1641--TecJet 110, Inlet",W02459,100,2,22,2.00,63400,317,09/05/23,11,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
"Air Squared Manufacturing, Inc",170301-8C-Cover Orbiting Jacket,W01596,576,94,134,16.32,63400,317,09/05/23,1,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",171225-2C--Orbiting Scroll,W01837,60,1,7,1.67,63400,317,09/05/23,7,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Doering Company, LLC",400-00-400--Valve,W02671,500,4,8,0.80,63400,317,09/05/23,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0080,0.0000
"QCC, LLC",2190-1263--Casting,W02732,25,14,840,56.00,63400,317,09/05/23,60,0.5600,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,15V-022103--LRT Center,W02652,50,5,66,10.00,63400,317,09/05/23,13,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Summit Machine Works, Inc",55000003--Casting,W02076,402,1,22,0.25,63400,317,09/05/23,22,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Acme Industries, Inc",2190-1405--TecJet 85 Housing,W02537,100,6,222,6.00,31000,155,09/18/23,37,0.0600,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"QCC, LLC",2626-004--Casting,W02730,70,9,136,12.86,31000,155,09/18/23,15,0.0000,0.00,0.0000,0.0000,0.13,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17V-00020296--CastNGG Port Connector,W02616,50,1,11,2.00,31000,155,09/18/23,11,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
"Summit Machine Works, Inc",55000003--Casting,W02076,402,15,329,3.73,31000,155,09/18/23,22,0.0299,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0075,0.0000
CST Storage - Dekalb,263880-000-8--Door Ring Casting,W02918,40,1,10,2.50,21000,105,09/25/23,10,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250,0.0000
"G&V Machine Company, Inc","84164345--Housing, MFD Drop Box",W01965,100,5,65,5.00,21000,105,09/25/23,13,0.0000,0.00,0.0000,0.0000,0.05,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Hart's Diesel, Inc",HD55--Cast Compressor,W02499,100,8,141,8.00,21000,105,09/25/23,18,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0800,0.0000
Roswell US LLC,17V-00020294--CastNGG STBD Connector,W02615,50,2,21,4.00,21000,105,09/25/23,11,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000
Roswell US LLC,17V-00020296--CastNGG Port Connector,W02616,50,1,11,2.00,21000,105,09/25/23,11,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
"Summit Machine Works, Inc",55000003--Casting,W02077,300,7,153,2.33,21000,105,09/25/23,22,0.0200,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Acme Industries, Inc",2190-1405--TecJet 85 Housing,W02538,100,6,222,6.00,0,0,10/14/23,37,0.0500,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Ahaus Tool and Engineering, Inc","D010-0013LH--Jumbo Corrugator Carrier, LH",W02850,100,2,41,2.00,0,0,10/14/23,21,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Pioneer Products,366-5437--Cover,W02219,75,1,15,1.33,0,0,10/14/23,15,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0133,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Production Machine & Tool, LP",M12711109--Crank Case Cover,W02758,43,1,58,2.33,0,0,10/14/23,58,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0233,0.0000
"QCC, LLC",2626-004--Casting,W02731,70,12,181,17.14,0,0,10/14/23,15,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.1714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rockford Powertrain Inc,01037633--Casting,W02943,76,2,6,2.63,0,0,10/14/23,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0263,0.0000
Roswell US LLC,17V-23050--STB Mount,W02894,25,2,106,8.00,0,0,10/14/23,53,0.0000,0.00,0.0000,0.0000,0.04,0.00,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2190-1287--Cast Sogav 105,W02633-01,306,5,19,1.63,0,0,10/14/23,4,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,0.0000
"Woodward, Inc",2627-009--Cast 105mm Housing,W02864-01,80,1,19,1.25,0,0,10/14/23,19,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",230407-3C--Housing,W02831,300,15,131,5.00,41200,206,10/16/23,9,0.0233,0.00,0.0000,0.0000,0.03,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Bodine Electric Company,34101073--Cast Adaptor Gearhousing,W02902,128,1,6,0.78,41200,206,10/16/23,6,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Fairbank Morse, LLC",C24072076001*00--Alco Cover,W03048,9,4,56,44.44,41200,206,10/16/23,14,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4444,0.0000
Masterflex LLC,114763--Base Cast,W02259-01,150,1,9,0.67,41200,206,10/16/23,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Mid-America Manufacturing, LLC",7095526--Cover,W02264,500,1,1,0.20,41200,206,10/16/23,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000
"QCC, LLC",2190-1263--Casting,W02733,25,1,60,4.00,41200,206,10/16/23,60,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
